LOGFZI,FZI,CGR,DRHO,DT5,GR,HNPO,LLD,LLHR,LLS,MRES,MSFC,NPHI,NPOR,POTA,RHOB,SP,THOR,URAN
0.653549838,4.503496584,97.07102867,0.055280249,81.94618885,85.88266896,0.254216339,4.669219948,3.863197835,4.700108202,0.067504396,10.45514055,0.23011437,0.243410892,2.756754134,2.601263976,1.434752297,12.78038871,4.110057283
1.041014973,10.99043731,79.28128621,0.023606041,81.30638129,76.96819599,0.207057978,3.009986146,3.720081812,3.086392055,0.067526724,7.124425279,0.200897636,0.207839002,2.172317859,2.538352725,1.516702232,10.76100643,3.543447012
1.512680071,32.55967572,69.42335512,0.022371654,80.31239606,79.37844488,0.171216535,2.582561417,3.492811024,2.674229134,0.0676,4.120476378,0.168043307,0.171653543,1.852923622,2.520752756,1.719980315,9.623666142,3.213305512
1.716183365,52.0215592,68.02989055,0.021367717,79.62871496,80.41190945,0.153677165,2.608486614,3.19611811,2.697969291,0.0676,2.395889764,0.158535433,0.150216535,1.815010236,2.521579528,2.089074803,9.433508661,3.102459055
1.272261434,18.71808582,67.78233414,0.026725739,77.07841051,84.31520847,0.141588313,2.663084833,3.369265266,2.743501576,0.0676,2.273455023,0.156089297,0.143428431,1.828028037,2.526711359,2.1875,9.319220223,2.946276231
1.533982179,34.19654097,73.38320854,0.01358109,74.94584353,86.87142974,0.157153513,3.487695732,4.516742482,3.577854038,0.0675,2.695625476,0.141947472,0.157724688,2.068320486,2.53353631,1.860924163,9.725609783,2.855287459
1.014670923,10.34358107,77.50671627,0.022512861,73.81834304,86.6558399,0.130769816,4.872294751,6.344468766,4.897434908,0.0675,2.885194751,0.12626063,0.131014173,2.273595801,2.573569029,1.724081365,9.909584514,2.607682415
0.83068253,6.771463315,78.04489842,0.028639396,73.42834097,82.74827643,0.147837623,5.37101438,9.565077741,5.298887262,0.067582994,6.667616021,0.129116415,0.14095522,2.362027052,2.596186343,1.667514773,9.682220026,2.24877807
0.862925099,7.293317146,76.42959463,0.035632372,73.96397359,77.89052261,0.135779227,5.455463958,8.081956291,5.344351245,0.0676,5.894628375,0.130068087,0.136368807,2.357454849,2.610732831,1.472518021,9.301332503,1.990509371
1.156926506,14.35246531,74.04736522,0.031789042,74.57994803,75.16424705,0.130748294,5.371210958,6.87484626,5.253643373,0.0676,4.823262861,0.132535827,0.136286877,2.299821457,2.604162205,1.4375,8.946845866,1.860771457
0.942550815,8.760942193,68.15835187,0.030581615,75.78781372,69.60066481,0.131321339,4.78873086,5.762120289,4.660777019,0.067554629,3.257227774,0.136157387,0.13643237,2.147537426,2.59174084,1.494213723,8.110635128,1.636032502
0.927075142,8.454251095,62.23997393,0.027952068,76.61009501,66.64990972,0.134893237,4.019033158,6.185975312,3.818224163,0.0675,4.009255089,0.138748063,0.126044452,2.003820026,2.559977216,1.658363427,7.232337032,1.509763821
1.370313469,23.45921466,59.1828287,0.027917169,77.49539456,68.11398263,0.143119856,3.848839253,4.602400524,3.601047182,0.0675,3.83294017,0.128655505,0.143802687,1.942078899,2.52646789,1.9375,6.727525491,1.489286894
1.061172858,11.51258523,60.10807439,0.039061917,78.91055371,70.95137065,0.128954169,3.559346422,4.292721011,3.303090611,0.0675,2.485930466,0.125705778,0.127555942,2.000956467,2.517172685,2.157255417,6.716383257,1.460628956
1.317586419,20.77717123,64.7468811,0.055541732,79.69754488,74.55577428,0.123888451,3.46727769,4.476542782,3.161608661,0.0675,2.933489239,0.123402887,0.123862467,2.202651706,2.530703412,2.476541995,7.042284252,1.456124934
2.035944598,108.6287039,67.63664488,0.062313386,80.26935591,76.29461942,0.125410761,3.631582152,4.124994226,3.275466929,0.0675,2.456271391,0.12802231,0.123809974,2.325381365,2.53616273,2.443733596,7.257087402,1.436019948
1.099504953,12.57491197,69.93934895,0.05328211,81.4719441,75.13839286,0.129484666,3.503044823,4.834261664,3.115307143,0.0674,2.40769325,0.143304718,0.131756881,2.450213893,2.516179161,2.6875,7.318121298,1.433079685
2.047326294,111.5132039,66.08365207,0.038791136,81.52463933,66.88119665,0.180339265,3.265067827,3.582717466,2.867794156,0.0674,3.362654695,0.161501707,0.176544714,2.331098621,2.467231779,2.789888378,6.849546553,1.303957255
2.028923559,106.886673,61.7423021,0.035451706,81.52930787,62.14652152,0.162635433,3.028458005,3.305984514,2.628425984,0.0674,2.71649685,0.155984514,0.159893963,2.197512861,2.45816168,3.280183727,6.320097113,1.15085853
1.908882987,81.07425873,61.07046467,0.041682994,81.26958496,60.83435476,0.142047997,2.851037623,3.050983322,2.449543204,0.067495338,2.171291661,0.141940775,0.147009783,2.214214511,2.479716349,3.675845371,6.085875312,1.094294616
1.135596256,13.66457901,60.94381645,0.033384797,81.88041199,57.85692346,0.147861402,2.907387353,3.909105439,2.472805767,0.067406356,2.695149869,0.140182634,0.14174325,2.246808716,2.468245413,3.6875,5.921797969,1.067567104
1.568995875,37.06772014,60.07853012,0.035890617,82.16837323,56.74811995,0.145624541,2.918926706,3.670293701,2.473408399,0.0674,2.90768773,0.138946785,0.138909055,2.222837336,2.463156168,3.773991142,5.805373228,1.051592388
1.915032646,82.23044595,56.67412246,0.035806238,82.37892758,55.39892482,0.140653119,2.705166251,3.306512935,2.276015167,0.067457715,2.710667892,0.139273736,0.138135456,2.100517663,2.444867827,4.091431385,5.461428562,0.989347406
2.672748411,470.7045655,52.79107899,0.033662049,82.19829383,56.31159718,0.140311687,2.168212869,3.106232699,1.834389429,0.06738759,2.556942088,0.1462891,0.146219764,1.947993434,2.434313132,4.25,5.122348851,0.899919961
2.416813005,261.1036872,53.47773484,0.022991667,82.25216837,60.3581857,0.160255315,1.676587598,1.993137402,1.436699541,0.067387467,1.725328478,0.157097638,0.166431824,2.006415682,2.432562927,4.304666995,5.054236155,0.773730971
2.306469196,202.5205956,54.36344242,0.034493762,82.0226476,54.66762633,0.162213789,1.658365726,1.929268089,1.41764281,0.067348588,1.369343533,0.158673408,0.158850361,2.123869862,2.460544123,4.498235391,4.794729744,0.782291005
1.184575468,15.29591521,50.69756325,0.036299213,82.59129423,50.13234987,0.151388976,1.669186352,2.008189239,1.407349081,0.0673,1.522092913,0.164740682,0.155744619,2.011030446,2.442088976,4.499835958,4.34772126,0.825476115
1.851014075,70.96007657,47.265491,0.03656218,82.70127498,47.38738056,0.156188575,1.651506172,2.064591202,1.385496389,0.0673,1.6898348,0.168439462,0.158239659,1.881897308,2.426516875,4.566932042,4.024913723,0.834763099
2.540173036,346.8750281,43.25495996,0.035725819,83.25794882,49.5233728,0.177526933,1.472104194,1.817542661,1.24060616,0.0673,2.085405898,0.173432307,0.174669201,1.742723919,2.398146461,4.732552425,3.599560354,0.835428244
2.690961973,490.8648942,40.93760059,0.039027183,83.49954018,51.98849796,0.162808667,1.274461326,1.515644452,1.096831845,0.0673,1.276071701,0.1654522,0.164631517,1.669594747,2.398598359,4.709578135,3.324389954,0.792090808
2.691417208,491.3796966,41.25996535,0.036530709,82.78578819,49.72392913,0.184461417,1.203130709,1.423455118,1.048169291,0.067452756,1.071417323,0.15554252,0.174947244,1.690295276,2.396251969,4.86023622,3.319837008,0.743274016
2.516795894,328.6971163,41.80066769,0.027652687,82.07256265,47.4424405,0.16045924,1.229124312,1.539622215,1.076019725,0.067484666,1.028984076,0.150838008,0.149194299,1.726916972,2.36997228,4.759583879,3.304436632,0.695744168
2.550973315,355.6094678,40.86881995,0.031332743,82.08004816,47.38996883,0.142455512,1.224468635,1.508187008,1.088771719,0.067305971,1.12671378,0.153359843,0.143661483,1.725572375,2.357522178,4.871268045,3.079555709,0.732453937
2.492026086,310.4746072,41.2980063,0.026345866,82.18157047,49.71936516,0.157888583,1.22331378,1.451809055,1.092918701,0.067358465,1.225296457,0.160918898,0.159147047,1.764889961,2.346288583,4.838459646,3.025539961,0.743477559
2.601635195,399.6089394,41.87944399,0.023380827,82.35570913,51.73764773,0.174583782,1.178613066,1.391857058,1.07840499,0.0674,1.103981878,0.172084373,0.178896323,1.840207288,2.337680236,4.724926133,2.862298359,0.797598293
2.587870763,387.1424221,42.53904731,0.020251378,82.92507205,52.89990236,0.180812073,1.104474606,1.36948668,1.052454659,0.0674,0.983951181,0.175207677,0.175477887,1.92223622,2.333266535,4.70726706,2.691441142,0.899088517
2.62577984,422.4544021,44.114,0.015816055,83.5601656,53.13909817,0.173440826,1.106068807,1.358726606,1.068462844,0.0674,0.994934862,0.171142661,0.172079358,2.017618807,2.342699083,4.625,2.69237156,1.031730734
2.658520127,455.5332973,45.33026303,0.020265529,84.21863132,55.29385745,0.160524425,1.1965348,1.338932633,1.164250952,0.0674,0.967484964,0.156527052,0.165866776,2.070642088,2.370599212,4.505457978,2.777210374,1.354760801
2.20038378,158.629436,43.76420787,0.024470866,85.16184803,54.72322913,0.152359055,1.250935433,1.556148031,1.217226772,0.0674,0.94820315,0.15475748,0.151782677,1.962687402,2.373313386,4.320866142,2.829574803,1.664092126
2.273161299,187.5691017,41.93044491,0.025361655,85.7569956,53.28539311,0.153833487,1.269607354,1.748384767,1.237832567,0.0674,0.989377938,0.157697571,0.151722653,1.84283736,2.364421799,4.236703874,2.864230335,1.841070322
2.651678378,448.4131891,38.65294581,0.02388827,86.65487798,49.34808408,0.17438768,1.292004194,1.761449345,1.269650917,0.067373722,1.166034207,0.169405898,0.1770519,1.614718349,2.343077982,4.1875,2.982863761,2.108466252
2.53508296,342.8332688,33.87587452,0.022836835,87.40939586,48.34921694,0.175345568,1.240936113,1.357417334,1.229545568,0.0673,1.158981353,0.179434143,0.176922259,1.306726592,2.330475049,4.259315496,3.056037295,2.240634274
2.62118208,418.0055807,32.6790664,0.024972441,86.43740079,49.06603255,0.197038583,1.130440682,1.230848819,1.121804987,0.0673,0.974811024,0.188716535,0.189225197,1.188555906,2.331795013,4.756069554,3.241372178,2.406451444
2.63494399,431.4634287,32.0556154,0.033000852,88.6387382,52.16850511,0.19257713,1.137834207,1.232017628,1.11647595,0.067319987,0.940270511,0.194180275,0.197520577,1.091984535,2.340859961,3.775065531,3.480640629,2.590917366
2.61572034,412.7816098,33.31478189,0.029191339,92.45202343,55.85098819,0.203930512,1.210363386,1.252211811,1.173274016,0.067381693,1.004991929,0.191529724,0.191638386,1.081362205,2.342289961,3.409325787,3.83523622,2.788707874
2.475405974,298.8174631,35.4443357,0.03318084,93.9018397,61.24794357,0.186240223,1.316925066,1.268589764,1.26524252,0.067329199,1.024466995,0.188747572,0.184866732,1.130286089,2.345702034,3.507750984,4.162795276,2.959626509
2.467575779,293.478154,47.6049174,0.059132108,95.13506592,78.00102594,0.182745043,1.513236441,1.624287656,1.442806435,0.0673,1.344229416,0.194204268,0.178875115,1.533505581,2.278463756,3.356492121,5.528226855,3.670251543
2.457869775,286.9919896,70.75943546,0.011946553,93.82922443,99.91997702,0.225237689,1.890628102,2.611310768,1.776361129,0.0673,1.742751477,0.299946422,0.218196914,2.34418956,2.183371241,3.173177938,7.952866645,4.756380105
0.794966581,6.236868403,86.09587559,0.038561942,81.00035066,112.402231,0.228398163,10.03510315,17.12294436,9.043026247,0.0672,16.75108556,0.246341207,0.239886877,2.841096588,2.603368241,1.531824147,9.722130971,4.891394751
1.133100306,13.58627204,86.05051471,0.035952265,80.11844274,113.7577971,0.199724622,8.930866842,15.15486297,8.303252988,0.0672,12.67831871,0.222841891,0.212548326,2.822354957,2.594710309,1.364740643,9.787323441,4.746909849
1.010743512,10.25046371,87.91340177,0.029156094,79.368204,117.729194,0.20403519,7.488574443,10.8209574,7.214187484,0.067238598,9.168510288,0.199063041,0.208396396,2.849254063,2.579355963,1.120617628,10.13853834,4.643568873
0.810757001,6.467806244,95.00257275,0.04735975,79.02015785,115.8721684,0.202241169,7.185499015,8.853261392,7.174382863,0.0673,5.118207551,0.204944583,0.191713789,3.064106369,2.578624557,1.007140512,11.01666152,5.037933552
0.768333991,5.865891033,96.01534944,0.066527118,78.83618949,93.38337163,0.240201248,7.552056271,12.29771484,7.745856008,0.067298949,6.428650164,0.213997899,0.234524163,3.07245975,2.56959849,0.502626395,11.23300506,5.315700525
0.901324034,7.967536,78.14136396,0.0669019,78.93448912,64.7694135,0.214585125,6.138566121,14.01775747,6.296733748,0.067232307,9.953831324,0.205594102,0.216188336,2.42285118,2.518649934,0.770191678,9.458321232,4.642263106
0.720652543,5.255965953,57.43504088,0.039198622,80.09806549,51.21682251,0.177611483,4.062245538,8.017288255,4.24297815,0.067238714,7.155914501,0.183006824,0.17229521,1.680508858,2.457518701,0.94656332,7.360603806,3.754916732
1.626283525,42.29446396,46.70950938,0.032643504,81.33101824,48.74388944,0.172237467,3.241733727,3.889985105,3.457604134,0.067120604,3.826327887,0.172613123,0.170936942,1.298363189,2.430766732,1.204929462,6.264422703,3.243086024
2.284653781,192.5988904,35.75840118,0.010560867,82.10444531,50.05944905,0.150834603,2.628748588,2.798022456,2.891963624,0.067194747,2.449433946,0.156114183,0.151466316,0.917234012,2.391612016,1.54608503,5.108294419,2.548554826
2.357053983,227.5380242,35.39860433,0.013939921,82.04670092,52.17310886,0.140970256,1.873892909,2.518304924,2.209661655,0.0672,1.831240053,0.150318056,0.142898227,0.926203349,2.391979908,1.733749179,4.982756008,2.187914248
1.899501416,79.34168438,36.97523375,0.018138467,81.93236841,47.95692254,0.15505675,1.697526081,2.40781481,2.097065269,0.067257208,1.458857864,0.159392464,0.16067713,0.997508912,2.399957929,1.83052097,5.082341612,2.021865727
2.095147425,124.4937146,36.48640479,0.032029284,81.46877991,41.47086921,0.1749652,1.714384767,2.428709061,2.150438411,0.067123112,1.42915568,0.165126658,0.171387065,0.957207354,2.414399081,2.048054826,5.125620092,1.839718647
1.738022978,54.70449054,33.74180289,0.040558268,80.98281916,41.01078819,0.163960367,1.762410236,2.292291864,2.230561417,0.0671,1.355609449,0.158784252,0.163959843,0.816959318,2.419170079,2.171095801,5.017922835,1.677329134
2.49288172,311.0868975,31.85442068,0.039080171,80.86295817,41.24672351,0.153167236,1.781342022,2.279278135,2.268328102,0.0671,1.406180302,0.148975312,0.151209521,0.728430401,2.414100722,2.158773802,4.911801576,1.621158372
2.678552491,477.037468,29.16800872,0.032944954,81.14012569,42.72522615,0.14111789,1.806141743,2.400433028,2.310041743,0.0671,1.387034404,0.134933945,0.134594037,0.602268807,2.408571101,2.029529817,4.76142156,1.569443578
2.405443053,254.3566247,29.56126632,0.018993171,79.14468076,46.19079192,0.137017925,1.922689823,2.434534274,2.415254432,0.0671,1.670068024,0.123843073,0.138910506,0.598048851,2.41290348,1.98883782,4.875795469,1.597334603
2.55633251,360.0248762,34.64869678,0.019562771,78.99883185,53.15586014,0.13413631,2.015758569,2.692800197,2.455916284,0.067,1.754477873,0.118968615,0.12743631,0.779199737,2.435277282,1.974885095,5.39629002,1.679951346
1.934213274,85.94354714,45.42872602,0.029463761,81.19737647,71.42267366,0.124096527,2.044320577,2.8994654,2.409324443,0.066955374,2.041514482,0.114531324,0.117619659,1.157421035,2.470008716,1.8125,6.521890236,1.905336304
1.715583138,51.94971127,53.62635833,0.026115354,81.36571883,86.17080873,0.131915486,2.063401772,2.992394554,2.403931693,0.0669,2.154449409,0.118296719,0.126051115,1.441275591,2.488332808,1.774360236,7.3932979,2.097324016
1.560104669,36.31655706,67.168025,0.032020866,81.27680807,101.3857037,0.14556378,2.167929331,3.071069094,2.473813583,0.0669,2.06960689,0.124727165,0.141864764,1.90111811,2.524028346,1.528297244,8.869413386,2.41425315
2.270858415,186.577133,97.92072283,0.043849344,85.21412703,130.2834646,0.142968241,2.757714436,2.34881706,2.956512598,0.067,2.074707874,0.146317585,0.150158268,2.932050919,2.586165092,0.68585958,12.27640262,3.108060105
1.94964035,89.05131775,121.7725313,0.094249311,87.261713,136.6939429,0.159297505,4.34123933,8.279302626,4.266219961,0.067005515,8.129921274,0.170227052,0.163455811,3.715617531,2.59600151,0.340528562,14.98429869,3.521078792
1.10444854,12.71887033,123.3523315,0.045941732,90.51348189,114.6254921,0.336309449,9.189548819,10.17348504,8.201753543,0.0669,9.86989685,0.348741732,0.340155906,3.749451969,2.337888976,-0.436515748,15.23739528,3.416325197
1.113146559,12.97617097,63.9692711,0.03279443,87.63767064,57.33813893,0.265392071,2.620776737,4.721138598,2.906420904,0.067023657,7.115547969,0.256808191,0.254979227,1.726608191,2.420465334,0.16128768,8.789173329,2.534413696
1.238449283,17.31606803,37.29026037,0.029032546,87.20333176,48.90564383,0.169998425,1.849868504,2.185488976,2.130370341,0.067027297,2.304422835,0.18264357,0.17341811,0.860517323,2.367816798,0.50574147,5.718321522,2.08532126
2.341680585,219.6243985,32.3138566,0.018738411,86.34980683,49.24689777,0.168288641,1.395051018,1.813667695,1.612984636,0.0671,1.931212213,0.174660735,0.172788181,0.716131188,2.340018188,0.784020026,5.075601641,1.989258831
2.253267101,179.1707457,34.82273596,0.013305577,84.18548248,65.69356955,0.168532808,1.150061745,1.554547638,1.34456168,0.067157021,1.004389567,0.162840026,0.169946391,0.826729199,2.363703346,0.991223753,5.245639829,1.938770144
2.382456439,241.2439547,52.36924076,0.018992005,82.6918517,85.11910223,0.161383028,1.521868545,1.588118873,1.751852556,0.067111861,0.910032307,0.152806553,0.161208191,1.493540433,2.425042661,1.102760485,6.869544495,2.122140433
2.43936567,275.0208815,65.39442126,0.032983465,81.63193228,77.45849738,0.172848294,1.848587927,3.273928871,2.095624934,0.0671,1.369617585,0.175375853,0.170107874,2.075437795,2.465822047,1.614665354,7.720814698,2.358342782
1.096126477,12.47746836,52.80883565,0.019470978,80.95051031,53.36158076,0.23267367,2.010969731,2.818450952,2.138483651,0.0671,6.398580171,0.192616481,0.226720617,1.721045502,2.395888378,1.416899212,6.051296192,2.029452791
2.32336947,210.5568962,40.44641979,0.000284862,80.20748349,49.35726573,0.189354587,1.659068611,1.914284993,1.764686435,0.0671,2.287893709,0.176230406,0.185092202,1.275891743,2.352606029,1.642119921,4.806960026,1.737311861
2.460494403,288.7316569,36.65518268,0.000944357,79.31849843,51.04265748,0.135130446,1.360670604,1.802484777,1.473018635,0.066973753,1.141275591,0.152390289,0.133176115,1.138497113,2.380250656,1.6875,4.428611286,1.610922047
2.508965598,322.823839,44.13191609,0.006782469,78.33565095,60.65217406,0.135944714,1.540539068,2.084127643,1.659703283,0.066888772,1.187619238,0.132927708,0.132843139,1.4298522,2.431096717,1.7152413,5.091152265,1.723216284
1.478059693,30.06489514,56.37120865,0.005419856,77.91006992,69.3792595,0.126308912,1.81529751,3.359474771,1.919570511,0.066924443,1.855336239,0.12467772,0.128864548,1.92141422,2.444444233,1.372214941,6.116265662,1.954016448
1.544923212,35.06898623,61.32700656,0.001881627,78.29201339,73.25754593,0.14312021,2.669841995,3.853074803,2.7166,0.067,2.494049344,0.129638845,0.140572441,2.145291864,2.434754068,1.021325459,6.42992126,2.153086352
